publishedAt,authorDisplayName,textDisplay,likeCount
2022-08-07T16:31:38Z,@simonsiburian5680,kalo menurut saya jauh api dari bara... jauh yg pertama dgn yg kedua... kali ini menurut saya menang di promo dan influencernya,0
2022-08-07T16:10:23Z,@tempikberasap,Bunda ud ntn<br>B AJA malah bunda ktdran nontonx<br>Berlebihan yg bilang ini serem<br>Ihhh mmg penonton alay,0
2022-08-09T10:13:15Z,@c1oooo,Typing bunda masih lebih alay sih,0
2022-08-09T13:22:58Z,@tempikberasap,@@c1oooo yg sopan ama org tua ya anjeng,0
2022-08-14T04:59:57Z,@valerie5805,"Ya jelas ga serem ,lu kan tidur bangsat",0
2022-08-07T15:51:02Z,@ferymahendra3941,"Semoga di PS berikutnya adegan Darminah Batara kudu dibanyakin, adegan Rini fam dikurangin. Penyeimbangan soalnya.",0
2022-08-07T15:09:30Z,@hjkytkpjkgyt5171,ending nya gitu terus dua setan muncul di akhir cerita biar ada lanjutan nya sampai ps 1000 ngikuti jejak tersanjung . <br>sekarang judul topik nya rusun . ke tiga apa ? apa di perumahan ? atau apartemen,0
2022-08-07T14:54:14Z,@veraazka968,Udh nonton d bioskop pokoknya menyeram kan menegangkan mantap,0
2022-08-07T14:50:01Z,@ferirahman8475,"Baru aja nonton PS2, baru kali ini nonton horor indonesia sampai merinding, mas joko anwar keren bawa adrenalin film ini, setting lokasi, efek sinematik, detail properti settingan tahun 80-an cool abiss. Memang bikin penasaran endingnya, tapi thats ok...pemainnya hebattt.congratulation, the best indonesia Horor movie ever.🏆👍👍👍",0
2022-08-07T14:34:59Z,@Mixcuttingasmr,"Barusan habis nonton di bioskop, so far saya lebih suka yg pertama. Lebih kebawa suasananya. Lbh seram menurut saya",0
2022-08-07T14:31:43Z,@rizkywahyudi9092,"Bnyak yg ga nyambung, nyesel deh,katanya sih bakal ada part selanjutnya,bagi gua sih kurang banget,penjelasan yg ada di cerita nya pun semua loncat&quot;,gua mikir ini cerita udah di potong atau GI mna ya, soalnya semua dari scan Kya ada yg di potong",0
2022-08-07T14:13:00Z,@rianseptian4563,Seremnya setengah2..<br>Jln ceritanya juga nanggung..<br>Sayang sekali 😓,0
2022-08-07T12:53:26Z,@vanesdoy,Nih penampakan asli rusun pengabdi setan 2 langsung di explore malam hari live YouTube <br>https://youtu.be/2MWLb0kykCg,1
2022-08-07T12:24:13Z,@vladimiralputin9337,"Dari pada kkn mending ini, kkn film ga jelas",2
2022-08-07T13:00:25Z,@crazinessnword212,Ini lebih dalem ceritanya,2
2022-08-07T13:09:07Z,@vladimiralputin9337,"@@crazinessnword212 iyaah, klau kkn film ga jelas",1
2022-08-09T07:39:16Z,@salmanaman113,versi cut dan uncut,0
2022-08-07T12:23:43Z,@evadwimegam2973,Film nya B aja🙂,1
2022-08-07T13:00:47Z,@crazinessnword212,Bukan seleramu,1
2022-08-07T12:08:10Z,@mochammadyusuf5977,majulah film lokal,0
2022-08-07T11:12:29Z,@aditiapamungkas6289,Udah ntn berharap yg ke3 g selama yg ke2<br>Ckp 2 tahun aja nunggunya<br>Btw bagus sih<br>Beneran ditrailer kena boongin aja<br>Wkwkwkkw,0
2022-08-07T10:16:59Z,@ned3588,The Medium nya Indonesia,0
2022-08-07T09:34:03Z,@ilhamdani8266,Serasa nonton film azab ind*siar. Wkkk,1
2022-08-07T13:03:56Z,@crazinessnword212,JAUHHHHHHHHHH BANGETTTT COKKKKK,0
2022-08-07T13:04:08Z,@crazinessnword212,KKN NOH AZAB INDOSIAR,0
2022-08-09T07:44:31Z,@salmanaman113,Ps2 film pertama di asia yg di imax yg lain lewatt,0
2022-08-14T05:00:31Z,@valerie5805,Bukanya KKN? Zina diazab,0
2022-08-07T09:12:59Z,@FathurSatya,"Salah satu yang membuat saya bahagia ialah, akhirnya mereka memutuskan menggunakan bumper Rapi Films era 1970-1980an di bagian pembukanya 😁",127
2022-08-09T10:59:30Z,@giaan01,jd berasa nonton film jaman Suzanna,8
2022-08-11T15:00:18Z,@infinite2306,"Saya kelahiran tahun 2001, tapi menurut saya Bumper era 1900an ini jadi ngepas banget gak sih sama vibes film nya ? wkwkwk",2
2022-08-11T15:11:13Z,@FathurSatya,@@infinite2306betul banget hahahaha,0
2022-08-12T08:29:01Z,@STUtami,"Nah, iya",1
2022-08-07T09:01:14Z,@Shah_Schweinsteiger,"Salam dari Malaysia 🇲🇾🙋🏻‍♂️<br>Tak sabar nak tengok movie ini tayang di Malaysia,dulu tengok pada tahun 2017 Pengabdi Setan 1 &amp; sekarang Pengabdi setan 2 pula,BRONT PALARAE actor dari Malaysia,perlakon terbaik itu juga..<br>Di malaysia kebanyakan keluar panggung wayang movie indonesia kebiasaan Horror lah .Golden Screen Cinema Malaysia support All movie Hollywood-Bollywood-Thailand-China-Japan-Indonesia&amp;Korea",1
2022-08-07T10:59:56Z,@CappuCinno816,Wow<br>...keren Abang...,0
2022-08-07T11:35:37Z,@Shah_Schweinsteiger,"@@CappuCinno816 ya..hehe dekat Malaysia memang akan beli Filem Indonesia banyak Horror lah,nanti cerita Gatotkaca pun ada keluar juga sini, YAYAN RUHYAN berlakon,Yayan RUHYAN sebelum ini berlakon filem MAT KILAU cerita sejarah Malaysia di jajah British..",0
2022-08-07T11:45:57Z,@CappuCinno816,@@Shah_Schweinsteiger semoga perfilman indonesia dan Malaysia semakin berkembang ya bang...agar tidak kalah dengan film2 negara luar,0
2022-08-07T12:14:55Z,@Shah_Schweinsteiger,"@@CappuCinno816 Filem THOR love &amp;thunder diharamkan di Malaysia Dan Brunei kerana ada unsur LGBT Dan Hina Tuhan Dan aku harap Indonesia pun turut sekali haramkan di tayang dekat indonesia .. <a href=""https://www.youtube.com/watch?v=GwjgYlCFvgE"">https://youtu.be/GwjgYlCFvgE</a>",0
2022-08-07T08:43:51Z,@dianamazida4402,Beneraan ini epic bangeet aku udaah nontoon bener2 gak lebay bukan horor murahan!! Sumpah endingnya bikin penasaran bangett udh ketebak pasti bakal ada PS3 inii gak sabar buat nungguin!! Wajib banget nonton harusnya sih ini lebih booming drpd film horror azab yg ituu,3
2022-08-10T08:33:49Z,@desyana7408,Liat dibioskop lngsung atau dr hp kak,0
2022-08-10T10:19:18Z,@dianamazida4402,@@desyana7408 di bioskop ka,0
2022-08-10T12:39:17Z,@desyana7408,Oke mksh kak,0
2022-08-07T08:23:23Z,@atinyoutube,"Nontonnya bikin degupan jantung makin kuat. Kaki dingin seolah ada yg megangin. Tp penasaran, mata gk mau menyia&quot;kan film ini. Kereeeeen...pokoknya 👍👍",0
2022-08-07T13:04:57Z,@crazinessnword212,Kalo gua tangan dingin ama merinding pas adegan terakhir yang lampu kelap kelip tuh,1
2022-08-07T08:13:27Z,@Rima_mustika,"Jujur,, aku lebih suka PS yg ke 1, dari pada yg ke 2, kmaren nonton dibioskop berharap memenuhi bayangan aku, bklan seru bgt kek PS 1 eh tanyata, di ke 2 ini, malah kbanyakan Jumpscare nya anjir, jd klo org keseringan di jump scare bkalan b aja, trus jujur ENDINGNYA GANTUNG BANGET🙂 Si kake tua yg datang ke dusun itu.., dia blm ngejelasin secara rinci alasan dia dtng ksana, mungkin sdikit terjawab dibagian nyelamatin si rini, sama adiknya, tapi itu gak ngejelasin intinya apa😭 trus org 2 yg dansa di ending apaan, gue gangerti 🙂 plis gjls masih gantung, gadapet kesimpulan nya😞",0
2022-08-07T08:21:15Z,@haexpi,justru dari pertanyaan itu yg nantinya kemungkinan besar bakal diterusin ke film ketiganya,0
2022-08-07T08:40:33Z,@earthquakevideoworld1899,"@@haexpi tapi sekuel Pengabdi setan 2 terasa disia-siakan banget kaya wahana jumpscare padahal film pertama bagus parah, pengabdi setan 2 ini terasa maksa untuk dibuatkan sampe ke 3 akhir dari cerita ini, sayang banget sih",1
2022-08-07T13:05:55Z,@crazinessnword212,Itu anda gngerti makanya bilang kurang suka,0
2022-08-07T13:06:15Z,@crazinessnword212,@@earthquakevideoworld1899 ga,0
2022-08-07T13:11:45Z,@haexpi,"@@earthquakevideoworld1899 kalo dibilang kebanyakan jumpscare emang bener sih, tapi kalo ceritanya disia-siakan tergantung pendapat pribadi juga sih, kalo menurutku ceritanya masih bisa diterima walaupun emang ga sepadet yg pertama. Dan kayaknya ini emang cuma jadi pengantar aja buat ke klimaks (PS3), siapa tau nanti semua cerita ditumpahin disitu",0
2022-08-07T07:42:40Z,@Sekoceng123,Sepintas mirip Insidious . Suka banget pokognya,0
2022-08-07T07:11:25Z,@ahmadnahrowi4556,Setuju pengandi setan 3 rilis tahun depan  💪,0
2022-08-07T06:25:30Z,@fariztaufikurrohman8083,10% horor 90% Jumpscare asyyuu...,0
2022-08-07T05:41:33Z,@kulinerankuyy46,Kemarin dah nonton . 50k buat nonton bioskop film sebagus ini tetep bikin candu . Nunggu banget season 3 nya,0
2022-08-07T04:48:33Z,@arimurtono2835,"idenya bagus, topiknya bagus, tetapi alur ceritanya tidak cermat dan tidak logis, kadang cerdas, adegannya banyak yg tidak berkelanjtan, apa, mengapam dan bagaimana nya tidak  jelas.",1
2022-08-07T04:59:49Z,@Kahensss,"Nnton lagi mas, dan bisa di sebutkan mana yg tidak jelas ? Mana yg tidak berkelanjutan? Apakah masnya nnton yg pertama juga ?",0
2022-08-07T05:36:41Z,@akashiwana7083,Tonton minimal 5 kali ya biar jelas wkwk,1
2022-08-07T05:57:22Z,@Kahensss,@@akashiwana7083 wwwkwkwk 🤣,0
2022-08-07T10:40:33Z,@arimurtono2835,@@Kahensss baru nonton 1 kali mas bro,0
2022-08-07T10:40:53Z,@arimurtono2835,@@akashiwana7083 au au au 5 kali,0
2022-08-07T04:16:05Z,@miemieiaia,"Udah paling mantep nonton film horor tuh sama pasangan, biar kalo ada scene yang buat kaget ada yang dipeluk 😁",2
2022-08-07T04:14:38Z,@cicisundari4858,Gilaaa sih ini film nya horor banget.. Horornya naturallll banget.. Ga pake setan yg seremmm seremm gtu.. Tapiiii serem nya dapettttttt bangetsss..,0
2022-08-07T03:35:32Z,@dwichastuti8812,"Ini baru film horror, parah woy nongtong ini capek bgtt jantung",0
2022-08-07T03:24:56Z,@ratusemutt,"Nonton tgl 5 Agustus kemaren, dan tadi malem, 7 Agustus aku mimpi baju terbang kayak scene jubah ibu yang dilempar ke air terus jubahnya terbang😅",0
2022-08-07T03:18:21Z,@alexbrekele5787,Ditunggu part 3nya,0
2022-08-07T02:01:15Z,@auntysaulan2330,ditunggu di indoxxi,0
2022-08-07T02:00:58Z,@wahyumikrijul6950,Mantap,0
2022-08-07T01:49:12Z,@aishaz2453,Rusun Caman Kalimalang  wkwkwkwkwkwkwkwk  Apanya  yg seremm woyy... Pngelolanye kabur duit gw bablas,0
2022-08-07T01:02:39Z,@asepsehudin3233,Apa cuma gw yg ga ngerti ceritanya,0
2022-08-07T03:21:02Z,@matamataejen,Ya lu blom nonton,1
2022-08-07T05:35:05Z,@muchlisin9586,nonton yg kesatu dlu harus,0
2022-08-07T13:09:31Z,@crazinessnword212,"Harus pinter biar ngerti, emg tipe film joko anwar gini,",0
2022-08-07T00:54:03Z,@novitapalembang7555,"Belom bisa move on woiii sumpah demi Allah kerennnnnnnnnnn mo nangis , film horor terkeren di indo 😭😭",0
2022-08-07T13:11:19Z,@crazinessnword212,Trmkasihh,0
2022-08-07T00:19:27Z,@barathrumbara2119,ngantuk,0
2022-08-06T22:17:08Z,@arievergel,"Bener-bener ya ni film gilak abis, serasa naik roller coaster jantung kita ga dibuat aman per scene. Aku nnton di malem jum&#39;at tgl 4 biar vibes horornya kerasa dan bener sampe kebawa mimpi setelah nnton nih film! JOKO ANWAR MANTAPPP 🔥",1
2022-08-06T20:23:58Z,@skyintherain8591,sumpah ini art directornya makannya apa sihh kokk bisa jagoo bangett 😭😭.,0
2022-08-06T17:42:54Z,@nurulkyochan200,Suka banget vibes 90 an yang ada di film nyaaaa. So proud!,1
2022-08-07T13:11:45Z,@crazinessnword212,80s actually,0
2022-08-06T16:32:09Z,@arghi1122,Maksud ku ini conjuring versi indo,0
2022-08-06T15:51:46Z,@fauzansalman2574,"Mungkin karena aku ga nonton film pertamanya jadi ga ngerti, cerita nya berbelit belit dan sulit difahami, untuk aku ga dapet horror nya",0
2022-08-06T23:12:54Z,@paduka23,Harusnya SMP dulu baru bisa masuk SMA,0
2022-08-06T14:52:24Z,@gunturandelo,"Ini dia nih Joko Anwar, si James Wan versi Indonesia",0
2022-08-06T14:20:04Z,@Indramaulannna,Gantuuung,0
2022-08-06T14:06:38Z,@MrNikkovl,"Filmnya bagus cuman tetep agak kecewa dengan sekuel keduanya. Jujur &quot;communionnya&quot; kurang dapet. Soalnya mungkin ekspektasi kayak Midnight mass communionnya,ntapi tetep bagus buat ditonton. Semoga ada lanjutannya yang ketiga",0
2022-08-06T13:35:09Z,@jihanjax,Kak aku baru bikin yutup folow yah,0
2022-08-06T13:19:16Z,@ririshopps2091,"Kalau boleh saran..Tolong dong tokoh Ustadnya diganti sama tokoh dukun saja..Karena bagi saya kurang pas saja sih, Seorang Ustad yg sangat percaya kepada Tuhan, dan sering meyakinkan kepada orang lain agar tidak usah takut dengan setan, takutlah hanya kepada Tuhan (itu ajaran benar), tapi kok ustadnya malah mati di bunuh setan..Seakan-akan tidak ada wibawahnya Ustad difilm ini..Makanya ganti perannya sama Dukun, karena lebih pas dan skrg juga banyak dukun ngaku sakti tapi saktinya cuma trik..filmnya sih ok bisa bikin penasaran dan akan nunggu kemunculannya lagi untuk Pengabdi Setan 3..Cuma sekali lagi peran ustadnya diganti peran orang pintar/dukun..Terima Kasih..",5
2022-08-07T13:13:35Z,@crazinessnword212,Wkwkwkw dj yang ketiga nanti bakal kyai mungkin,0
2022-08-08T11:24:34Z,@rully3475,Emg ustadz ga boleh kalah sama setan?,0
2022-08-08T11:37:14Z,@ririshopps2091,Wkwkwkwkw..Lucu..🙂🙂🙂🤣🤣🤣,0
2023-08-23T12:07:41Z,@bangjullofficial5174,"Takut bgt kena sentil masalah keimanan 😂  padahal dari kapan tau pastur dll banyak diadegan kan mati gara gara  setan 😂 lagian kan tingkat ilmu beda beda ga semua tinggi, lagian di film ini pun ceritanya ini tokoh kiyai (kampung) biasa.. ga harus putih itu menang hitam slalu kalah",0
2022-08-06T13:09:37Z,@rioguitarsstudio7886,kitu we..,0
2022-08-06T12:17:25Z,@denifitriadi7037,Setelah menonton langsung saya merasa lebih menegangkan yg pertama. Tapi secara cerita bagus dan kaya nya bakalan ada yg ke 3 ni karna cerita akhir nya masih mengantung 😃😃,0
2022-08-06T11:49:04Z,@dhamma6335,Apa judul lagu jadul pengiring Pengabdi Setan 1 dan 2? Dan siapa nama penyanyiNya? Kenapa beliau nggak pernah muncul ya? Apa sdh meninggal dunia,0
2022-08-07T13:07:53Z,@muh.owendarmawan4913,"judul lagu pengabdi setan 2017 kelam malam, pengabdi setan 2 rahasia dendam tapi belum dirilis",0
2022-08-06T11:35:14Z,@natasyaacaa3381,baguss bgt filmnyaa gilakkkkk kerennn,1
2022-08-06T11:23:17Z,@Rose4ey,"Entah kenapa tiap film jokan selalu ga cukup untuk ditonton sekali aja, filmnya bikin nagih buat ditonton berulang-ulng, selain ingin lebih menikmati adegan horor dimana kalau nonton sekali ja gak cukup woii, pingin puas menikmati scene per scene horornya, juga ingin lebih mengerti lagi jalan ceritanya, mungkin di kali pertama nonton ada adegan yg kelewatan, gue baca baca review dan komen, katanya ada foto Wisnu di KAA 1955, dan gue ga lihat itu, makanya gue pingin ulang lagi nonton tapi apa daya keknya ga bisa Krn kesibukan, alamat nunggu di Netflix atau di Disney buat nonton ulang",2
2022-08-06T11:19:00Z,@riskimokodongan7550,"Merinding Sama Lagunya,<br>KELAM MALAM 😐",1
2022-08-06T11:15:37Z,@masyunmysupportsystem5702,"bagus banget filmnya, menurut ku ceritanya lebih kompleks dari PS1, seramnya memang lebih seram PS1 tapi ini juga seram banget, bbrp adegan bikin deg-degan sangking takutnya, ada jg adegan yg bikin woww kok bisa sih? pokoke PS2 termasuk the best Indonesian horror",0
2022-08-06T14:18:04Z,@delonpramudya2219,Pasti degdegan yang adegan lift kan??,0
2022-08-07T01:56:20Z,@masyunmysupportsystem5702,"@@delonpramudya2219 wkwkwk iya, sama 2 adegan kotak sampah, ngecek mayit², pokoke banyak kalik yg bikin jantung berhenti sebentar",0
2022-08-06T10:26:09Z,@linakristiana9049,"Seru, tegang ada lucunya juga pokoknya sukses untuk pengabdi setan 2.",0
2022-08-06T09:55:47Z,@agustinatmajaya7554,Vibesnya kok kaya nton insidious or conjuring yak..,0
2022-08-06T09:32:17Z,@RiskaKojoh,Keinget vecna ada bunyi2 jam 🥲,0
2022-08-06T09:29:31Z,@everyuniverse8847,ga gagal sih ini film super epic banget tiap detik nya menurut gw meski endingnya sengaja digantung²in wkwk,0
2022-08-06T09:07:11Z,@koreaunificationsupporteri8580,G sabar ni buat nntn pengabdi setan 3,0
2022-08-06T11:42:25Z,@salmanaman113,"2025, hehehe",0
2022-08-06T08:56:43Z,@miftahussholah2266,Banyak jump scare wkwk,0
2022-08-06T08:52:26Z,@swaripurwasti3677,Paraaahhh si pengabdi setan 2 niihh...kereenn bgtt...kagak dikasih napaass....nyesekk bett...,0
2022-08-06T08:40:11Z,@animefavourite5670,"Maaf tolong penulis ataupun sutradara kalau membuat tokoh agama seorang ustadz endingnya jangan ikut mati kena setan, itu membuat asumsi koda orang bahwa seorang yg berpegang pada agama itu ngga selamat dati gangguan jin",0
2022-08-07T13:09:15Z,@muh.owendarmawan4913,"ustad juga tetap manusia biasa mas, what do u expect",0
2022-08-06T08:32:04Z,@mbejenggot208,"Film pengabdi setan 2, ga sebagus yg pertama, cerita akhir yg pertama ga kelanjut sama yg kedua, malah ending yg kedua sama kyk ending yg pertama. Jdi ga dilanjut sama yg kedua. Jujur jelek sih nih film.",0
2022-08-06T09:44:32Z,@Aaa-sy1gv,"Apanya yang gak kelanjut ? Di PS 2 dijelasin knp mereka di terorr saat ibu mati, kemana ayah, apa pekerjaan ayah, siapa itu ian, kelompok sekte, dan sosok yang mirip ibu. Itu semua dah jelas, muka kau jelek gk ngerti film",3
2022-08-06T14:43:50Z,@ipiekhost2520,"@@Aaa-sy1gv maklum,,, kurang cerdaass, klo org cerdas psti bilangnya bagus bangett 😁 😀",0
2022-08-06T08:25:50Z,@Ibutasya,Flem setan knp sih gelap2pan jarang ada lampu gitu😁 biar makin serem gitu ? 😁,0
2022-08-06T08:19:37Z,@a.muhkhaerulpadliherul4796,Abis nonton tadi,0
2022-08-06T08:01:24Z,@nirapurwitasari5478,Bumil boleh nonton?,1
2022-08-07T13:10:35Z,@muh.owendarmawan4913,"takutnya bumil yg nonton jadi parno, soalnya dalam filmnya ada scene bumil",0
2022-08-12T13:11:37Z,@nirapurwitasari5478,@@muh.owendarmawan4913 oke terima kasih,0
2022-08-06T08:00:01Z,@ekalika961,padahal rumah deket sm lokasi tp kok bisa gak tau ya...,0
2022-08-06T07:24:57Z,@irmawatichannel1492,"Udah nonton , buat yang belum nonton wajib di tonton sih",0
2022-08-06T07:04:21Z,@fratnasari7026,ngeri2 sedaap keren bang joko anwar...,0
2022-08-06T06:59:18Z,@linafauzia8217,Nonton yg pertama aja sampe kebayang2 lamaaa bgt. Mau nonton yg kedua jd takut tapi penasaran. Wkwk,0
2022-08-06T06:56:20Z,@user-te9pb9or5l,"<a href=""https://www.youtube.com/watch?v=8LIHcd7WfWI&amp;t=83"">1:23</a> kinda reminds me of Lucas scene looking at Max with Vecna got in her mind.",0
2022-08-06T06:56:10Z,@user-te9pb9or5l,"This trailer lowkey has the Stranger Things vibe, idk maybe it&#39;s just my feeling even the clock sound reminds me of Vecna😂",0
2022-08-06T06:29:46Z,@agusyuli5670,Film gila...sinting,1
2022-08-06T05:47:31Z,@vans505,Anjir mental -1🤣,0
2022-08-06T05:45:05Z,@rahmatmuallim1266,"Sy udah nonton, terbaik, ceritanya sangat  inspiratif, musik, latar, semuanya. Terbawa2 pas balik soalnya pulangnya tengah malam dari bioskopnya, malam jumat pula, hihi",0
2022-08-06T05:06:27Z,@dikiputra9140,"udah nonton ,dan selama di bioskop ngantukk banget alur cerita nya boring banget 😴ga serem",0
2022-08-06T04:50:51Z,@masanjay5153,Warga bekasi nyimak yg tmpat shoting nya di deket sini,0
2022-08-06T04:46:15Z,@Erwan_90,"Dari PS 1 Sampe Sekarang PS 2, baru kali ini lihat film horror kualitas rasa internasional, semuanya di perhatikan secara detail, music, nuansa, lattar, alur, wah epic banget. Yang Faham Kualiats pasti nonton film ini tanpa batas ... serbu !!!!",278
2022-08-07T07:02:46Z,@plathitam2063,emmmmm,0
2022-08-07T09:33:30Z,@dogodogo5891,"keren PS 5 lah udah full 4K, bodo amat si nte",0
2022-08-07T11:16:14Z,@DanangShorts,@@dogodogo5891 dia bahas ps= pengabdi setan bukan ps5,0
2022-08-07T12:46:14Z,@dogodogo5891,"@@DanangShorts tp gua bahas PS 5, masi g paham aja nte bodo !",0
2022-08-07T15:29:11Z,@herrvansteiger4005,@@DanangShorts dia kidding bro,4
2022-08-06T04:32:36Z,@aliftegarsw6667,Seremnya di mana sih...kok kyk b aja ya,0
2022-08-06T10:09:48Z,@darlinsembiring8055,Seremen jauh yg pertama. Yg kedua ini sebenarnya overrated.kalo aku kasih score 7 not bad,0
2022-08-06T03:49:28Z,@suyuriruri9842,Yg udah nonton bagus gak yah ceritanya ..,0
2022-08-06T04:08:35Z,@claraabintang,bagus bangetttt,0
2022-08-06T04:25:39Z,@tiara_mlbb,Wajib nonton,0
2022-08-06T05:36:17Z,@alfiannuriandid1241,Gua bingung di persembahannya,0
2022-08-06T05:43:16Z,@malikuraian5067,"Gua kasih 7,5/10",0
2022-08-06T06:25:03Z,@reins1057,"dari cerita bagus yang pertama, kalo dari sinematografi bagus yang kedua",0
2022-08-06T03:26:31Z,@lilistiani8024,"Ga bp ga ema sama aja, kasian bener yg jd anaknya. Btw apa kabar ya anak terakhir yg jd iblis di season 1. Yg rambut kriting itu bukan bastian steel kan?",0
2022-08-06T03:22:38Z,@nunyccock2,Udah nunggu² scene panjang yg ada Fahri Albar dan Asmara Abigail... Tp nampilnya masih sedikiiit.. 😂,0
2022-08-06T02:21:15Z,@erikapriyanto1405,Di trailer akhir anak ny liat kunti di tangga. Hahaha manaa adaa setan tampilij wujudnya.,1
2022-08-06T04:26:15Z,@tiara_mlbb,"Ada kok, bahkan setan jg bisa menyerupai manusia",0
2022-08-06T06:13:58Z,@ahmedrizwan3025,"Ngaco lau, apa kabar yg indigo?",0
2022-08-07T09:38:02Z,@tiara_mlbb,@@ahmedrizwan3025 penampakan2 di cctv jg bisa jadi bukti klo setan pernah nampakin wujudnya,0
2022-08-06T02:20:40Z,@angelntys,"totalitas, amazing, menegangkan, seru, worth to watch ❤️‍🔥 mantep bgt film garapan Joko Anwar 🤩❤",5
2022-08-06T02:03:55Z,@wonderfulyfe,CANT WAIT NONTON SENDIRIAN LAGI!!!!,1
2022-08-06T01:46:44Z,@baroknugroho1935,"Bang joko bikin gaduh bioskop ,,",0
2022-08-06T01:27:40Z,@hestykagome,flmnya sangat bagus,0
2022-08-06T01:17:18Z,@fajriahindahsyarif761,"Hari pertama penayangan PS2 tembus 500 k,  sedangkan KKN desa penari 400k, yuk bisa yuk lebih dari KKN desa penari, bisa lah 10 juta. Soalnya nih film , film horror trbaik yg pernah gue liat",2
2022-08-06T00:47:13Z,@danilachan,"Guys!! Gw udah nonton!! Kerennn bangettt!!!! <br>Tp masih ada bbrp hal yang jadi pertanyaan buat gw. Dan masih ada hal dr segi stories yg membingungkan, tp mungkin gw harus nonton ulang untuk itu. Trus di bagian klimaks ada scene yg cukup ngeganggu karna efek atau dr lighting (gw kurang tau) pokoknya itu agak bikin sakit mataa, harusnya bagian itu bisa dipake POV Rini aja ga sih? Tapi untuk segi visualisasi SEKERENNNN ITUUUU WOYYYY!! Apalagi pas opening, itu tone warna filmnya cantik bangetttt. Bener-bener setiap scene difilm itu epick banget sih. Filmnyaa harus hype. Dan harus banyak yang tau kalau Indonesia punya film sebaguss dan sekeren ini. Setelah Ivanna ternyataa ekspetasiku nyampek difilm Bang Joko ini. Pokoknyaa apresiasi tinggi buat orang-orang yang ada di film ini. KALIANNN KERENNN!!!! Ga sabar untuk sekuel berikutnya (kalau ada)",0
2022-08-06T00:11:39Z,@RASABATIN,mantap filmnya colornya sudah bisa nyaningi<br> Stranger Things ❤❤❤❤❤❤👍👍👍👍,0
2022-08-05T22:56:31Z,@ilulramadhan3140,"gila gila gila , ini film keren mampus parah , dr awal sampe akhir kek dibikin naik roaler coaster",0
2022-08-05T22:45:37Z,@adhikawirawandi5972,"Bagus sih filmnya ,,tapi sayang<br>Agama Hannya pemanis di dlm film horor , dan agama kalah sama setan<br><br>Beda dengan cerita original pengabdi setan ending agama yg menang",0
2022-08-06T02:36:51Z,@bismillahkerja773,"belum beres bang ceritanya, semoga triloginya bisa gitu",0
2022-08-06T06:14:49Z,@ahmedrizwan3025,"Soalnya klo kalah sama agama dan doa doa doang terkesan klise, gada rintangannya",0
2022-08-06T06:21:15Z,@adhikawirawandi5972,"@@ahmedrizwan3025 minimal jangan mati atau ada perlawanan ,, buat apa ada ust tp akhirnya mati sama setan.<br><br>Minimal kalo mati karena kecelakaan atau di bunuh sama member sektenya <br><br>Kalo engga gtu<br><br>Nilai moralnya jd jelek ,,<br><br>Season 1 dan 2 pada mati <br><br>Kalo yg original nya malah yg jd heronya",1
2022-08-06T06:29:24Z,@ahmedrizwan3025,@@adhikawirawandi5972 emg mati nya ustadz di film PS2 ini gmnaa bg?,0
2022-08-06T06:42:31Z,@adhikawirawandi5972,@@ahmedrizwan3025 krug lebih sama kaya pertama,0
2022-08-05T22:42:19Z,@RizkiMcDonnellDouglas,Harusnya Pas Di Awal Ada Tulisan<br> <b>epilepsy content warning</b>,0
2022-08-05T22:33:40Z,@shancell5240,"Mantaafff..Kelanjutan Film Pengabdi Setan 2 nya, Apalagi LokaSinya di Rusun yg Terbengkalai Sudah 15 thn, di Tamb.lagi di Lantai 7 yang Penuh Misteri 😱 yang Konon di Larang MemaSukinya, Amaziinngg Habis Dah Nih Film 👍👍👍<a href=""http://www.youtube.com/results?search_query=%23salamdarikotabogor"">#SalamdariKotaBogor</a>#",0
2022-08-05T19:42:21Z,@yutnasajacuy8486,"Baru banget nonton, jumpscrenya gak sebanyak di ps 1. Ini lebih ke psychological thriller..<br><br>Dari kelas 3 sd udah sering liat film horror, belom ada film yy bikin deg degan atau merinding. Film ini bisa ngasih keduannya, terrornya psikologisnya lebih banyak drpada jumpscarenya.  Udah lekat ama beberapa karakternya jadi pas mati merasa kehilangan, dan pas jadi jenazah juga lebih ngena aja di pikiran. Brasa masuk jadi pemerannya.<br><br>kebayang sama jenzah, jagain jenazah,  trus mati lampu.<br><br><br>Scene yg juara scene pas sholat sih kereeen abiis",0
2022-08-05T18:58:35Z,@aghaanantyab,"jujur gw paling bete kalo uda denger indonesia bikin film horror, karena gw tau pasti sampahh.. dan walaupun film pengabdi setan 1 menurut gw keren di awal tapi endingnya ga jelas, tapi jujur gw ngeliat trailer ini kayaknya ni film keren bgt dan bikin gw penasaran, terlebih lagi cara nakutin yg ga cuma ngandelin jumpscare tapi itu adegan pocong tai juga ya seremnya kwkwkwkw",1
2022-08-05T17:06:12Z,@bluesafir3769,"Honest review menurut gw bagusan film pertama, kurang greget alur ceritanya, kurang feel horornya,  ya cuma ngagetin aja cuma udah gitu ajaC alurnya dan scriptnya terlalu generik, endingnya juga sangat disayangkan",0
2022-08-05T16:46:31Z,@skakmatgaming7901,"musik pengiring seremnya sedikit kek insidious salut keren si, ngga cuma asal musik keceng yang ngga ada feelnya",0
